activity_id,assay_chembl_id,target_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,pchembl_value,extraction_date,ic50_nM,log_ic50_nM
62715,CHEMBL674643,CHEMBL203,CHEMBL57712,IC50,1300000.0,nM,=,,2026-03-21 13:33:18.447979,1300000.0,6.113943352306837
62720,CHEMBL674643,CHEMBL203,CHEMBL77869,IC50,200000.0,nM,=,,2026-03-21 13:33:18.447979,200000.0,5.301029995663981
63367,CHEMBL674637,CHEMBL203,CHEMBL69358,IC50,1.2,nM,=,8.92,2026-03-21 13:33:18.447979,1.2,0.07918124604762482
63370,CHEMBL621151,CHEMBL203,CHEMBL69358,IC50,200.0,nM,=,6.7,2026-03-21 13:33:18.447979,200.0,2.3010299956639813
63372,CHEMBL615325,CHEMBL203,CHEMBL69358,IC50,1290.0,nM,=,5.89,2026-03-21 13:33:18.447979,1290.0,3.110589710299249
63847,CHEMBL677833,CHEMBL203,CHEMBL137189,IC50,200.0,nM,=,6.7,2026-03-21 13:33:18.447979,200.0,2.3010299956639813
63852,CHEMBL677833,CHEMBL203,CHEMBL137617,IC50,39.0,nM,=,7.41,2026-03-21 13:33:18.447979,39.0,1.591064607026499
63857,CHEMBL677833,CHEMBL203,CHEMBL137027,IC50,482.0,nM,=,6.32,2026-03-21 13:33:18.447979,482.0,2.6830470382388496
64040,CHEMBL674643,CHEMBL203,CHEMBL78257,IC50,800.0,nM,=,6.1,2026-03-21 13:33:18.447979,800.0,2.9030899869919438
64049,CHEMBL674643,CHEMBL203,CHEMBL76082,IC50,560000.0,nM,=,,2026-03-21 13:33:18.447979,560000.0,5.748188027006201
64050,CHEMBL674643,CHEMBL203,CHEMBL77595,IC50,850000.0,nM,=,,2026-03-21 13:33:18.447979,850000.0,5.929418925714293
