MolWt,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,TPSA,FractionCSP3,molecule_chembl_id,ic50_nM,log_ic50
273.28800000000007,2.4965000000000006,3,5,4,2,78.79,0.13333333333333333,CHEMBL132907,20000.0,4.301029995663981
325.32700000000006,3.839200000000001,3,2,0,5,77.75,0.0,CHEMBL268368,100000.0,5.0
442.2730000000001,3.588700000000001,2,7,6,3,106.10000000000001,0.10526315789473684,CHEMBL422292,1.5,0.17609125905568124
442.2730000000001,3.588700000000001,2,7,6,3,106.10000000000001,0.10526315789473684,CHEMBL422292,51.0,1.7075701760979363
412.28000000000014,4.309400000000003,1,5,4,4,72.7,0.1,CHEMBL110034,5000.0,3.6989700043360187
441.31800000000015,5.3629200000000035,1,5,4,4,69.03999999999999,0.13636363636363635,CHEMBL113023,250.0,2.3979400086720375
444.3370000000004,3.0601000000000003,2,8,7,3,88.09,0.3684210526315789,CHEMBL417420,2.9,0.4623979978989561
562.7200000000003,7.9740000000000055,2,4,7,6,68.06,0.0625,CHEMBL304414,10000.0,4.0
489.4510000000003,4.131900000000003,1,6,8,3,66.28999999999999,0.4583333333333333,CHEMBL106232,4500.0,3.6532125137753435
427.29100000000017,4.538200000000003,2,5,4,4,80.04,0.09523809523809523,CHEMBL327127,90.0,1.954242509439325
430.31000000000034,2.67,2,8,6,3,88.09,0.3333333333333333,CHEMBL294475,0.81,-0.09151498112135022
430.31000000000034,2.67,2,8,6,3,88.09,0.3333333333333333,CHEMBL294475,3.1,0.4913616938342727
327.3430000000001,3.216400000000001,3,2,2,4,77.75,0.0,CHEMBL266487,50000.0,4.698970004336019
618.8280000000002,7.946600000000007,4,4,13,6,89.78,0.16666666666666666,CHEMBL293261,850.0,2.929418925714293
252.28100000000003,2.2051,2,6,3,3,75.62,0.07692307692307693,CHEMBL53310,13.0,1.1139433523068367
361.3570000000001,3.4686000000000003,5,6,4,3,110.69000000000001,0.0,CHEMBL267019,2500.0,3.3979400086720375
369.22200000000004,4.260400000000002,2,4,4,3,66.91,0.0,CHEMBL285063,0.7,-0.1549019599857432
