molecule_chembl_id,ic50_nM,pchembl_value,smiles,assay_chembl_id
CHEMBL52197,30.0,7.52,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL680030
CHEMBL109525,50000.0,,CCOC(=O)c1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL680019
CHEMBL7939,700.0,6.16,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,CHEMBL679549
CHEMBL7939,2200.0,5.66,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,CHEMBL621149
CHEMBL8163,50000.0,,O=C1NC(=O)c2cc(Nc3ccc(I)cc3)c(Nc3ccc(I)cc3)cc21,CHEMBL679549
CHEMBL8095,2000.0,5.70,COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1,CHEMBL679549
CHEMBL8095,18000.0,4.75,COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1,CHEMBL621149
CHEMBL268441,50000.0,,CC(=O)N(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,CHEMBL679549
CHEMBL268441,50000.0,,CC(=O)N(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,CHEMBL621149
CHEMBL345109,0.44,9.36,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL673925
CHEMBL345109,59.0,7.23,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL677216
CHEMBL345109,59.0,7.23,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL679948
CHEMBL607707,83.0,7.08,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CHEMBL683041
CHEMBL293986,100000.0,4.00,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3c(Cl)cccc3n2C)c(C(=O)Nc2ccccc2)c2c(Cl)cccc21,CHEMBL677391
CHEMBL8223,50000.0,4.30,CCN(CC)c1ccc(Nc2cc3c(cc2Nc2ccc(N(CC)CC)cc2)C(=O)NC3=O)cc1,CHEMBL679549
CHEMBL8036,50000.0,,CN1C(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C1=O,CHEMBL679549
CHEMBL8036,50000.0,,CN1C(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C1=O,CHEMBL621149
CHEMBL332269,4400.0,5.36,CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CHEMBL680019
CHEMBL300217,7.6,8.12,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL680030
CHEMBL300217,53.0,7.28,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL680031
CHEMBL53753,0.008,,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL680030
CHEMBL53753,15.0,7.82,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL680031
CHEMBL300936,25000.0,,CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(CNC(CO)CO)cc3)s2)o1,CHEMBL677888
CHEMBL428690,7600.0,5.12,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CHEMBL677888
CHEMBL14932,98.0,7.01,Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL674106
CHEMBL48085,130000.0,,Oc1cc(O)c2nc(-c3ccc(O)c(O)c3)sc2c1,CHEMBL814059
CHEMBL38199,3.7,8.43,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,CHEMBL677389
CHEMBL38199,192.0,6.72,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,CHEMBL676156
CHEMBL553,1.0,9.00,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL674106
CHEMBL939,1.0,9.00,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL674106
CHEMBL29197,0.025,10.60,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,CHEMBL677389
CHEMBL287007,2.6,8.59,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL677389
CHEMBL287007,9.7,8.01,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL676156
CHEMBL37346,5500.0,5.26,Brc1cccc(Nc2ccnc3ccccc23)c1,CHEMBL677389
CHEMBL39563,100000.0,,Brc1cccc(Nc2nccc3ccccc23)c1,CHEMBL677389
CHEMBL15346,74.0,7.13,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL674106
CHEMBL15202,68.0,7.17,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL674106
CHEMBL554,10.0,8.00,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL674106
CHEMBL36819,53.0,7.28,O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL677389
CHEMBL36819,1196.0,5.92,O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL676156
CHEMBL40130,3.7,8.43,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,CHEMBL677389
CHEMBL40130,16.0,7.80,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,CHEMBL676156
CHEMBL35820,0.006,,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,CHEMBL677389
CHEMBL14627,74.0,7.13,O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,CHEMBL674106
CHEMBL290096,27.0,7.57,Brc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL677389
CHEMBL289787,10000.0,,COc1cccc2c(Nc3cccc(Br)c3)ncnc12,CHEMBL677389
CHEMBL45564,300000.0,,Oc1ccc(-c2nc3c(O)cc(O)cc3s2)cc1,CHEMBL814059
CHEMBL37099,10000.0,,Cc1nc(Nc2cccc(Br)c2)c2ccccc2n1,CHEMBL677389
CHEMBL460731,20.0,7.70,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL674106
CHEMBL460731,71.0,7.15,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL690547
CHEMBL50,190000.0,,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL676234
CHEMBL37543,12.0,7.92,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL677389
CHEMBL37543,318.0,6.50,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL676156
CHEMBL287289,21.0,7.68,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL677389
CHEMBL287289,230.0,6.64,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL676156
CHEMBL514436,27.0,7.57,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,CHEMBL674106
CHEMBL39320,0.37,9.43,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL677389
CHEMBL39320,13.0,7.89,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL676156
CHEMBL289162,5.1,8.29,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL677389
CHEMBL289162,1780.0,5.75,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL676156
CHEMBL14952,104.0,6.98,CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL674106
CHEMBL37373,41.0,7.39,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL677389
CHEMBL37373,145.0,6.84,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL676156
CHEMBL39715,3.4,8.47,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL677389
CHEMBL39715,9.6,8.02,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL676156
CHEMBL289213,0.72,9.14,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL677389
CHEMBL289213,584.0,6.23,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL676156
CHEMBL273789,263.0,6.58,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,CHEMBL674106
CHEMBL517907,11.0,7.96,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,CHEMBL674106
CHEMBL517907,45.0,7.35,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,CHEMBL690547
CHEMBL460732,93.0,7.03,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,CHEMBL674106
CHEMBL540701,79.0,7.10,C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL674106
CHEMBL287832,40.0,7.40,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL677389
CHEMBL287832,262.0,6.58,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL676156
CHEMBL39337,0.44,9.36,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,CHEMBL677389
CHEMBL39337,20.0,7.70,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,CHEMBL676156
CHEMBL39337,0.44,9.36,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,CHEMBL676158
CHEMBL40734,0.44,9.36,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,CHEMBL677389
CHEMBL40734,22.0,7.66,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,CHEMBL676156
CHEMBL40734,0.44,9.36,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,CHEMBL676158
CHEMBL39811,7.5,8.12,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL677389
CHEMBL39811,81.0,7.09,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL676156
CHEMBL36727,0.8,9.10,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL677389
CHEMBL36727,22.0,7.66,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL676156
CHEMBL39355,8.8,8.06,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,CHEMBL677389
CHEMBL39355,77.0,7.11,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN4CCOCC4)cc23)c1,CHEMBL676156
CHEMBL493428,24.0,7.62,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,CHEMBL674106
CHEMBL493428,630.0,6.20,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,CHEMBL690547
CHEMBL44227,130000.0,,Oc1ccc(-c2nc3ccc(O)cc3s2)cc1,CHEMBL814059
CHEMBL289959,346.0,6.46,c1ccc(Nc2ncnc3ccccc23)cc1,CHEMBL677389
CHEMBL47966,58000.0,4.24,Oc1ccc(/N=N/c2ccc(O)cc2O)cc1,CHEMBL814060
CHEMBL14874,830.0,6.08,CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(C)(=O)=O,CHEMBL674106
CHEMBL416611,1.6,8.80,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL677389
CHEMBL416611,49.0,7.31,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,CHEMBL676156
CHEMBL36967,4.8,8.32,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,CHEMBL677389
CHEMBL36967,9.6,8.02,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,CHEMBL676156
CHEMBL36164,3.5,8.46,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL677389
CHEMBL36164,135.0,6.87,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CHEMBL676156
